source_id,comment_text,target_id,created_at
AsbNy4dJi,[话筒],Asb0Ue2Yh,2014-01-16 01:56:34
AsbJGovBi,哈哈，一下子截获那么多证据，我高兴还来不及呢。,AsbHMa0V0,2014-01-16 01:47:04
AsbHPb9DP,李剑芒曰:投票不是为了对错，就是为了喜欢！神圣的一人一票哇！是非都不分，神圣如巴比伦的妓女一般呀！是非不分的一人一票选举迷们，也就像巴比伦浑身性病的嫖客一样了！有公知，中国真的离民主和公平好远啊！公知拯救不了任何着调的事，公知只能拯救性病……,Asb0Ue2Yh,2014-01-16 01:42:29
AsbHMa0V0,博主挺住，不要太上火了。,Asb0Ue2Yh,2014-01-16 01:42:22
AsbGzodpp,及国家安全委员会的同志精神是正常滴[偷笑],AsbFj8Clc,2014-01-16 01:39:23
AsbEEDecF,好牛逼！/:[握手] 请转发~,AsboSgMYu,2014-01-16 01:34:41
AsbxHuPTn,[哈哈],Asb0Ue2Yh,2014-01-16 01:17:33
AsbvjcoUu,转评论[给力],Asb0Ue2Yh,2014-01-16 01:11:39
Asbt91wlt,对于网络黑社会兴风作浪 你真的不知道?还是装糊涂?,Asb0Ue2Yh,2014-01-16 01:06:19
AsbrctBFS,有必要申明一下，我自始至终都没有用肮脏粗鄙的话语来骂赵士林，是赵士林先后三次用肮脏粗鄙的话骂我，这才是我举报他的原因。大家可以细看我和他的微博，看看是谁一直在骂？,AsboSgMYu,2014-01-16 01:01:31
Asbq81b5m,这李啥盲真够忙的，真把这当啥了，还铁骑军呢。。。发钱吗？？[嘻嘻],AsboSgMYu,2014-01-16 00:58:52
AsbpRs0iE,铁骑军，反华的敌对势力！,AsboSgMYu,2014-01-16 00:58:13
AsbpKlCTU,微博里不缺语言上的装逼，缺的是理性和执着！,AsboSgMYu,2014-01-16 00:57:57
AsboSgMYu,虽然我也被这些公知攻击和举报，但还是坚决反对一帮极左用肮脏粗鄙的语言骂人，因此从人身攻击的角度上，人家举报的并没有错。这就像，你强奸妓女，一样是强奸 ；你骗小偷，一样属于诈骗,Asbn0rKyh,2014-01-16 00:55:47
Asbn0rKyh,转发,Asbm1ipoL,2014-01-16 00:51:11
Asbm1ipoL,[握手] 请转发~,AsbkBejCB,2014-01-16 00:48:46
AsbkBejCB,[握手],Asb7OFAxb,2014-01-16 00:45:16
Asbbd49Zd,赵士林骂人这回事，我一定讨一个说法，但我会使用合法公开的方法获得，不会通过阴谋诡计。,Asb0Ue2Yh,2014-01-16 00:22:08
Asb9OdoQu,李开复不是养病去了吗？善恶到头终有报。,Asb7OFAxb,2014-01-16 00:18:41
Asb7OFAxb,我已经截了很多图，相信会有用的。,Asb0Ue2Yh,2014-01-16 00:13:47
Asb6cye1y,另转发,Asb2VvK2X,2014-01-16 00:09:48
Asb2VvK2X,妥妥的水军,Asb0Ue2Yh,2014-01-16 00:01:44
Asb25cD0S,也请 等关注。,Asb0Ue2Yh,2014-01-15 23:59:39
