source_id,comment_text,target_id
Awur3vETx,女孩今年17岁，那跟他交往的时候才16岁，大爷你也下的去手啊！她父母知道吗？[挖鼻屎],AwqYakTJT
AwuqYs6CI,槽！人家都特么还在一起[拜拜],AwqZaENV3
AwuqKhYaF,就算是真爱也受不了。。。。,AwqYakTJT
Awuq2xyHG,[生病][生病][生病][生病][生病],AwqYakTJT
AwupToV38,这女的不会真看上他的才？鬼才信,AwqYakTJT
AwupKvW2x,请看下 一条微博,AwqYakTJT
AwupJEJo5,厉害啊，[给力][给力][给力],AwqYakTJT
Awupxe8yV,看看人家女朋友多漂亮,AwqYakTJT
AwuoRiZ8O,受不了、,AwqYakTJT
AwuoMwE74,←_←。。。,AwqYakTJT
AwuossqMP,这差距。。。[生病]好吧，小十岁二十岁的根本不算什么了。。,AwqYakTJT
AwuodmFkJ,咿呀，这是要作死的节奏呀[围观][围观],AwqYakTJT
Awuo4x9Xr,让人怎么相信这世上还有爱情！！！我不相信啦。。。。[抓狂][抓狂],AwqYakTJT
AwunP9BK1,好吧…我受到刺激了,AwqYakTJT
AwunCsAjm,什么世道都有！！！,AwqYakTJT
Awun83iXY,[黑线],AwqYakTJT
AwumFBxWN,这才是彪悍的人生不需要解释！,AwqYakTJT
AwulVxmjO,[给力][给力][给力][给力],AwqYakTJT
AwulUmvM9,赤裸裸的拉仇恨,AwqYakTJT
AwulCDDDR,[抓狂][抓狂]离谱,AwqYakTJT
AwukZ1Y3G,不可思议[吃惊],AwqYakTJT
AwukMmb4M,超越年龄的爱情？不相信，应该有所图,AwqYakTJT
Awuh6tuhK,。。。,AwqYakTJT
AwugAiBCr,受不了了 [生病],AwqYakTJT
AwugzoI40,闹闹切克闹,AwqYakTJT
AwufR58O1,卧槽。。。。,AwqYakTJT
Awufbb9SD,要不要这么离谱？？,AwqYakTJT
AwueZBfDL,看见左边这张脸就恶心,AwqYakTJT
AwueCiGjt,唉世道,AwqYakTJT
AwuehBhBz,大清早就有总呕吐的感觉！,AwqYakTJT
Awueblj2T,这样都可以 [晕],AwqYakTJT
Awudvp839,毁我三观。。。,AwqYakTJT
Awudhh1QE,爱情不关乎年龄啊……,AwqYakTJT
AwucY4w0W,真受不了、咋想的！,AwqYakTJT
Awucs7UcA,[晕],AwqYakTJT
Awuc1vKBs,完全是不能接受这样的恋爱,AwqYakTJT
Awuade5QK,太夸张了吧，孩纸你怎么接受得了喔[汗]他喊你爸妈是喊爸妈还是喊[衰][衰][衰][衰],AwqYakTJT
Awu9u1mkm,常人理解不了的爱[汗][汗],AwqYakTJT
Awu9dc8Z5,[怒][怒][怒][怒][怒]她爹妈不吐血就不是她亲爹妈！！！,AwqYakTJT
Awu8Y9vEp,。。。,AwqYakTJT
Awu8yEOXX,爱情没有差距，,AwqYakTJT
Awu7VoLa2,缺德,AwqYakTJT
Awu70qfwJ,恶心,AwqYakTJT
Awu5K5o1X,[吃惊][吃惊][吃惊]我落后了,AwqYakTJT
Awu5kERYY,[吃惊],AwqYakTJT
Awu4RniqJ,我的妈的、接受不了[晕][晕][晕],AwqYakTJT
Awu4mEYZp,[晕][晕]我整个人都不好了,AwqYakTJT
Awu3Xi1r7,太强大的爱情了。。[浮云][威武],AwqYakTJT
Awu3e3ESo,[衰],AwqYakTJT
Awu2OCz4d,夸张,AwqYakTJT
Awu2DnfdW,接受不了了,AwqYakTJT
Awu2s9AXe,不行，不能看这图片，我容易吃不下饭，女孩太小了，，老人跟变态差不多。。。是因为有钱吗?,AwqYakTJT
Awu2cfu60,伐得了..。,AwqYakTJT
Awu1SrskX,[可怜][可怜]这姑娘长得挺美的啊,AwqYakTJT
Awu1dEypa,再不疯狂我们就老了[困],AwqYakTJT
Awu0UrxSt,不是吧！,AwqYakTJT
AwtZgdxAz,这个世界太疯狂了！,AwqYakTJT
AwtYw6ZDb,妹妹口味挺重的，亲的上去吗？,AwqYakTJT
AwtY6ojlz,有魄力,AwqYakTJT
AwtXRAINB,40岁那。。。,AwqYakTJT
AwtW4femD,还蛮有夫妻相额…,AwqYakTJT
AwtVYz85T,[吃惊][吃惊],AwqYakTJT
AwtSZDuY9,啊哪哪,AwqYakTJT
AwtSrAROh,OMG,AwtQnED43
AwtS9l6MD,分分钟切腹[衰][衰],AwqYakTJT
AwtRvp8Wb,真你妈变态,AwqYakTJT
AwtQQ65t0,这世界的人都疯了，还没分手,AwqYakTJT
AwtQnED43,[吃惊][吃惊][吃惊],AwqYakTJT
AwtQ9tE34,这这这、、、、、我震惊了[鄙视][鄙视][思考][思考]恋父情节太严重吧！[挖鼻屎]这是爱情嘛？那[奥特曼][奥特曼][奥特曼][奥特曼],AwqYakTJT
AwtNe5yME,好恶心[吐]接吻的时候怎么受得了,AwqYakTJT
AwtIbtkng,[吃驚],Aws4EyYsM
AwtHSxu71,我了个去!!!40岁~~还行不行了![哼][哼][哼][哼],AwqYakTJT
AwtHvvDdW,这算爱情嘛？！？…有没有为双方的家人考虑啊？！…不管是女孩看中老汉的人还是钱！都不该这么草率从事！只能说明女孩的幼稚与荒唐和老汉的卑鄙与自私！但我更鄙视老汉！,AwqYakTJT
AwtFT1D6X,他又不是叫兽 姑娘 看开点啊,AwqYakTJT
AwtyyypsZ,恶心死了,AwqYakTJT
AwttYBio7,[哼][哼][给力][吃惊],AwqYakTJT
AwttOdwZa,太牛了吧,AwqYakTJT
Awtsm9Ulb,还要点脸不？真 他妈恶心！,AwqYakTJT
AwtqjmZxY,哈哈,Awr2XDmba
AwtmzFh9M,一大早就看到这个[晕]有女儿的妈妈无话可说[汗],AwqYakTJT
Awtjs9dfM,祝福是我对你唯一的期盼，,AwthuFiui
AwthuFiui,我有点受不了,AwqYakTJT
Awt5LtWhK,爷孙恋！,AwqYakTJT
Awt4qt1eV,[晕][晕][晕],AwqYakTJT
AwsOCkJvy,[汗],AwqYakTJT
AwsLsm3hP,[汗]也倒想试试[偷笑],AwqYakTJT
AwsGmbPqF,[吐],AwqYakTJT
AwsATiqpW,[汗][汗][汗][汗][汗][生病][生病][生病][生病],AwqYakTJT
AwsvKtjr7,他以为他是都敏俊吗[拜拜],AwqYakTJT
Awsuq2jz5,他能行吗，你这么屌你爸妈知道吗,AwqYakTJT
Awsre4kJO,这就是物极必反，就是所有人都不看好想要阻止，然后女方就觉得你们的不看好就是因为羡慕我有你们没有，何妨不理不睬，且看它能否长久？,AwqYakTJT
AwsqZzj5Z,噗。。感到迷茫,AwqYakTJT
AwsqdpiQE,每次看见他们就觉得好罪恶,AwqYakTJT
Awslg3Z0j,尼马，重口味啊？？？,AwqYakTJT
AwsjvmFtZ,姑娘，别糟蹋自己，或许你的目的没那么单纯…他说不定可以活一百岁,AwqYakTJT
Awsjd1O3Y,问世间情是何物呀[生病][生病][生病],AwqYakTJT
AwshOrTQq,[吃惊][吃惊][衰][衰]终于知道古代皇帝的性福感了！这么老,AwqYakTJT
AwsgbFKu3,这就是爱爱爱~~~,AwqYakTJT
AwsdF2XH0,牛。这才是真爱！,AwqYakTJT
Aws9SaV81,变态,AwqYakTJT
Aws9lmMlr,那啥，年龄差是大趋势么…,AwqYakTJT
Aws7yfq8w,人艰不拆。,AwqYakTJT
Aws4VpXj1,真恶心,AwqYakTJT
Aws4EyYsM,卧槽,AwqYakTJT
Aws3n53u7,[眼泪][眼泪][眼泪],AwqYakTJT
Aws3mtpM2,劲爆。。。,AwqYakTJT
Aws2wvOFG,我不知道改说什么好[疑问][书呆子][书呆子][书呆子],AwqYakTJT
Aws1YvXmX,我的妈妈,AwrF6bee7
Aws1UnN7K,我真的不能接受,AwqYakTJT
Aws0neH46,还能在不要脸点么？,AwqYakTJT
AwrZg4WcE,越长越像。[晕],AwqYakTJT
AwrXHtQc1,[挖鼻屎][挖鼻屎][挖鼻屎] 真的是年龄不是问题吗[吃惊],AwrF6bee7
AwrWe7O5f,无奈,AwqYakTJT
AwrVz3jwC,能满足她么？,AwqYakTJT
AwrTGEQ2r,孩儿啊～,AwqYakTJT
AwrSIoK5H,我估计沃娃怕叫她妈琢出家门了,Awrop3MfE
AwrRTg5xq,爱情面前，一切皆为浮云[白云]️[白云]️,AwqYakTJT
AwrPzlBKn,OH NO！,AwqYakTJT
AwrMDCMls,这才是真爱？？,AwqYakTJT
AwrM0Dr5v,快看,AwqYakTJT
AwrLCEoPD,真心无法理解- -！！！,AwqYakTJT
AwrLjrmPw,[震惊][震惊][震惊],AwqYakTJT
AwrKMnLp4,[汗],AwqYakTJT
AwrKIv5kQ,有病！,AwqYakTJT
AwrKumcM1,我们老了啊啊啊啊啊啊啊……,AwqYakTJT
AwrKjo5r1,她真的好重口味！[晕],AwqYakTJT
AwrInsKp6,挺好,AwqYakTJT
AwrHThhMQ,嗯。。。松掉的屁屁很好摸么[睡觉],AwqYakTJT
AwrHpbBul,[泪]真专一，永远喜欢十七岁,AwqYakTJT
AwrGSE7Bg,wat？,AwqYakTJT
AwrGiBS0h,忍受不了,AwqYakTJT
AwrG2mMPn,最萌年龄差[哼],AwqYakTJT
AwrF6bee7,[晕],AwqYakTJT
AwrEQvlP9,我靠,AwqYakTJT
AwrEvwepG,[威武],AwqYakTJT
AwrDqpgk5,姑娘看着不简单。,Awr4snlyZ
AwrCZwqlZ,[晕],AwqYakTJT
AwrzQwy2u,早有前辈在！不虚嘛,AwqYakTJT
Awrzk2nl5,咱俩弱爆了,AwqYakTJT
AwrynwI62,疯掉啦,AwqYakTJT
Awrygnybw,每个人都有自己的选择 子非鱼就少瞎bb,AwqYakTJT
AwryaeSSY,[哼][哼][哼],AwqYakTJT
Awry65iFg,[衰]真爱啊，果真还坚持了那么久了。这孩子，你怎么了,AwqYakTJT
Awry4kcr5,有点理解不到,AwqYakTJT
AwrxwkY5M,柴火棍与白木耳[哈哈],AwqYakTJT
Awrx9hxG8,毁三观啊,AwqYakTJT
AwrwT2mcf,[抓狂][抓狂][抓狂][抓狂] 这么瘦的妞才能找到一个老头，我们还等待什么！？还不行动？减肥！,AwqYakTJT
AwrwOA7bu,我艹，这也行[哼][哼][可爱][可爱][可爱][可爱],AwqYakTJT
AwrwzcDCL,林子大了 真是什么鸟都有 ..,AwqYakTJT
AwrwoB6wF,牛逼绝了,AwqYakTJT
Awrw5odKq,就像他说的、年龄不是问题。不知道他还记不记得,AwqYakTJT
Awrw1xCVW,是阿 ，随他们,Awr1ZlMgl
AwrvADUDm,我表示很敬佩[威武],AwqYakTJT
AwrvtzRDA,。。。,AwqYakTJT
Awrv0hyqV,枯树逢春哇！,AwqYakTJT
AwruVADdf,还有，妹纸，节操碎一地，记得拣起来！[喜][喜][喜]祝您们早日喜结连理，早日康复！,AwqYakTJT
AwruUmTSh,这世界怎么了。。。,Awr3fDZgp
AwruP3iQF,无敌了,AwqYakTJT
AwruvgWBT,世界肿么了？？,AwqYakTJT
AwruhoEaU,[吃惊],AwqYakTJT
Awru6bmkf,够够的了[抓狂],AwqYakTJT
AwrtU4nxj,我接受唔倒咯[抓狂],AwqYakTJT
AwrtTaFKw,别骂我，我就是觉得我的世界观崩塌后，再未重建……[吐],AwqYakTJT
Awrtoak9h,接受无能[生病],AwqZaENV3
AwrtlaHNm,节操在哪里啊，节操在哪里？,AwqYakTJT
AwrsOoAQU,[吃惊][吃惊][吃惊]不是一点点的像,Awr9UqRvr
AwrsNvlnK,[哼]真tm的恶心,AwqYakTJT
Awrso60Kr,[哼]一年前我应该也转发了,AwqYakTJT
Awrsmk26y,又看到他们的消息了！,AwqYakTJT
Awrs9ASts,[哼],AwqYakTJT
AwrrWj2fo,牛逼！！！！！！,AwqYakTJT
AwrrDECAu,等我找他过节[晕],AwqYakTJT
AwrrCuR3z,天呐!,AwqYakTJT
AwrqImNfh,[吐][生病][感冒],AwqYakTJT
AwrqfoYDH,我操,AwqYakTJT
AwrqbwPtY,其实我也觉得牛啊 这...一般人能承受的来么？ 我相信你接受的来的...[挖鼻屎][偷笑],AwqYakTJT
Awrq9cfcH,嗯！客家！爷孙恋！威威你要不要也来一发[害羞],AwqYakTJT
Awrq6h2hU,[汗],AwqYakTJT
Awrq6fkCA,俺的娘咧！,AwqYakTJT
AwrpRaZMc,大叔控已经不洋气了 现在开始流行爷爷控了么[晕][晕] [晕][晕][晕],AwqYakTJT
AwrpIAyfe,真可怕,AwqYakTJT
AwrpBbA81,老不正经,AwqYakTJT
AwroPmpz5,神经病吧！！！！！！！,AwqYakTJT
AwroMF4ba,新浪的 你能帮我问问 这俩人还能有性生活么 哈哈哈哈 我挺好奇的,AwqYakTJT
AwroxBJTp,这种倒我胃口的又来了！！爷孙恋？啊呸！！！[吐][吐][吐],AwqYakTJT
Awrop3MfE,我要是女娃他妈早都被气死了,AwqYakTJT
Awronhi0e,无奇不有,AwqYakTJT
Awrom6rD6,[衰][衰][衰],AwqYakTJT
Awro7BnZ5,咱还纠结什么早恋。。。话说妹子三分像汤唯,AwqYakTJT
AwrnRmhbk,我完了！,AwqYakTJT
AwrnxxvUi,接受无能[衰],AwqYakTJT
Awrnduh7Q,变态,AwqYakTJT
AwrmRicyk,略叼。。。,AwqYakTJT
AwrmQorTG,世上有真情，人间有真爱！,AwqYakTJT
AwrmPy17G,不解，这是为什么？,AwqYakTJT
AwrmIsvCg,叔控萝莉速速现身[哈哈][哈哈][哈哈],AwqYakTJT
AwrmEz9ZR,你看这女的像不像,AwqYakTJT
AwrmtD6VJ,还是忍不住转发并艾特你们！,AwqYakTJT
AwrmatoYe,妈呀，真爱么[给力],AwqYakTJT
Awrm0nVyM,世界太疯狂，太疯狂,AwqYakTJT
AwrltkHb1,家里人怎么说？,AwqYakTJT
Awrlptr0p,20,AwqYakTJT
Awrl4x9Fv,我完全是不懂。。。。。。。。,AwqYakTJT
Awrl2sca0,难怪中国光棍3000万,AwqYakTJT
Awrl2qpqY,他不是叫兽，姑娘想开点。,AwqYakTJT
AwrkX6aWC,[good],AwqYakTJT
AwrkVmGBF,击碎了我的爱情观,AwqYakTJT
AwrkV1AGX,每段恋情都有它的初衷 祝福他们,AwqYakTJT
AwrkUrEpe,[衰][衰][衰][衰],AwqYakTJT
Awrkv1PsP,也许我未来老公正在敬老院等我接他[哼],AwqYakTJT
AwrkubtHp,第一反应是如果是我女儿，我该咋办[晕]婚后果然沧桑不少[抓狂],AwqYakTJT
Awrkbxxo2,完全理解不了这样的感情,AwqYakTJT
Awrk6fd1N,。。,AwqYakTJT
AwrjX4UqY,夭壽[生病],AwqYakTJT
AwrjHpHqw,我要吐了都,AwqYakTJT
AwrjFkUhx,好棒,AwqYakTJT
AwrjCEh38,冯小刚自愧不如,AwqYakTJT
Awrj3ej8A,咋看都不合适,AwqYakTJT
Awrj0ggQn,略牛!,AwqYakTJT
AwriYt24F,[爱你]口味重,AwqYakTJT
AwriUkRST,卧槽。十七啊,AwqYakTJT
AwriOrDIs,我再次hold 不住了。,AwqYakTJT
AwriivTnN,我能接受,AwradFLF6
Awri96vbD,缺德祸害无知少女,AwqYakTJT
AwrhXha8e,这年头……,AwqYakTJT
AwrhW4uSJ,我有点扶不住,AwqYakTJT
AwrhKgYMz,太重口味了,AwqYakTJT
AwrhG8NyG,孩子！！需要这么虐待自己么，你小时候受过什么伤害？？,AwqYakTJT
AwrhCxzLP,[生病][衰][衰][衰],Awr3buB0o
Awrhvuj3d,我擦,AwqYakTJT
Awrht8CbA,…,AwqYakTJT
AwrhkxuiG,去她大爷的[衰][衰][衰],AwqYakTJT
Awrhi8Lpi,奇葩,AwqYakTJT
AwrgZ04da,不是特别能理解,AwqYakTJT
AwrgTmgVQ,无法理解,AwqYakTJT
AwrgipNiV,[生病][生病][生病],AwqYakTJT
AwrgbCClE,挤占资源嘛,AwqYakTJT
Awrg4eKQT,[生病][生病][生病][生病],AwqYakTJT
AwrfYk5fF,。。。。。。。。。。。除了无语 我还能说什么,AwqYakTJT
AwrfLilXW,哈哈，，，社会真是哈喽！,AwqYakTJT
AwrfJxp5H,卧槽！,AwqYakTJT
AwrfGBUHr,台湾的男的果然变态居多！,AwqYakTJT
AwrfGz1Qt,女孩 他不是叫兽 他没有可以开外挂的能力 这年龄差是40，不是400年,AwqYakTJT
AwrfDCJnD,这便是传说中的爱情与年龄无关吗？,AwqYakTJT
AwrfA6bMk,谁家有个这样得女儿，父母真是要吐血，，女人可以找比自己大得老公，但是不能坐在一起让父母觉得尴尬，,AwqYakTJT
AwrfdjPHs,丧尸,AwqYakTJT
Awrf9epzS,重口味~~,AwqYakTJT
Awrf7q4AU,可修！放开那个妹子,AwradFLF6
AwreZaO51,白发苍苍对红妆…,AwqYakTJT
AwreC8vV0,不知道说什么，相信爱情！？,AwqYakTJT
Awres4TNa,人们这是肿么了[晕],AwqYakTJT
AwreqC7Be,= =都一周年了……,AwqYakTJT
Awreqg8ac,[晕][晕],AwqYakTJT
AwreocwvS,这…嗯……虽然爱情跟年龄没关系…但…看来我眼界太狭隘了[思考][闭嘴]呃…祝福有情人[心],AwqYakTJT
Awre6s6Ey,我累个大草,AwqYakTJT
AwrdXA8qq,马拉戈壁的! 这个要顶啊！最欣赏这种惊世骇俗的爱恋！祝福！,AwqYakTJT
AwrdS1EgS,我靠，这才是真爱,AwqYakTJT
Awrdtc6o9,。。。。。。。,AwqYakTJT
Awrdta5Y2,叼炸天～,AwqYakTJT
