source_id,comment_text,target_id
yyIrxlnBu,[奥特曼],yyIeU1TFT
yyIn9uRc4,老陈是俺得偶像、,yyIeU1TFT
yyImdzGn9,听了快十年 小学就玩CS听吹神噶歌！,yyIeU1TFT
yyIlCCzFP,自从那时候就被他感动,yyIeU1TFT
yyIiW0OQm,超爱E神[花心],yyHpl5z7q
yyIfEq6b1,来吧…,yyIeU1TFT
yyIeU1TFT,陈奕迅！！被他的歌感动过的爱他转发吧！！,yyHpl5z7q
yyI29zvP7,[哈哈][哈哈]EASON,yyHpl5z7q
yyHW6AJ3v,把你称作歌神就好了，微博天天刷你是歌神全世界的人都不会笑到掉眼泪——真心话,yyHpl5z7q
yyHTxktjN,这胡子 太爷们了,yyHpl5z7q
yyHOHF8DV,[爱你],yyHpl5z7q
yyHOxlkwS,[爱你][爱你][爱你][爱你]从此我不当他为人。我直接叫他神。,yyHpl5z7q
yyHO4naAa,必须得转！,yyHpl5z7q
yyHMCygT0,见到此微博，陈奕迅应该蒙面偷笑，我这水平还可以做歌神？[偷笑],yyHpl5z7q
yyHIKlT1Y,[太开心],yyHpl5z7q
yyHH39pqR,.,yyHpl5z7q
yyHGtnJIb,喜欢,yyHpl5z7q
yyHGbDHJc,必须转个,yyHpl5z7q
yyHG6CgWY,[心]D胡须真系好性感[愛你],yyHpl5z7q
yyHFUeN51,噗 必须转(◕〝◕)这照片好给力啊 哈哈,yyHFl25wW
yyHFl25wW,[哈哈][哈哈],yyHpl5z7q
yyHE4pGt0,E神!E神!![话筒],yyHpl5z7q
yyHDHoNHg,[爱你][爱你][爱你],yyHpl5z7q
yyHB7g4Ly,[爱你],yyHpl5z7q
yyHyC4Jw9,歌神三代,yyHpl5z7q
yyHyqAa2Z,大爱你， 奕迅,yyHpl5z7q
yyHyikD6o,现今的确系大佬,yyHpl5z7q
yyHy0iX20,大爱陈奕迅，以前喜欢的是他的歌的好听，现在开始真正去注意他的歌的歌词和他所投入的感情了，励志的歌，全情灌入的歌，无愧于“歌神”称号[good][good][good],yyHpl5z7q
yyHvT6NeM,[给力],yyHpl5z7q
yyHvL95L8,[心][心],yyHpl5z7q
yyHv1jFnF,转吧,yyHpl5z7q
yyHtRulnY,\(^o^)/YES！,yyHpl5z7q
yyHtEvo7i,这大胡子造型除了专辑封面没见过哦,yyHpl5z7q
yyHtu836Z,爱eason![爱你],yyHpl5z7q
yyHtg0tpJ,单车~,yyHpl5z7q
yyHsEthBu,[good],yyHpl5z7q
yyHsx4nys,[酷],yyHpl5z7q
yyHs7CGXn,E神[爱你],yyHpl5z7q
yyHs6tZfB,[鼓掌]大爱！,yyHpl5z7q
yyHs4DCQq,[话筒]K歌之王！,yyHpl5z7q
yyHrVxd1T,都喜欢吧 没见过吧,yyHpl5z7q
yyHrGsRUY,[爱你],yyHpl5z7q
yyHrGsRQq,不解释！[爱你],yyHpl5z7q
yyHrpiCBK,开始越来越钟意距D歌,yyHpl5z7q
yyHrgrhMW,我唱出心里话时眼泪会流，要是怕难过抱住我手…,yyHpl5z7q
yyHr9Erpb,[爱心][爱心][爱心][爱心][爱心],yyHqXwuHq
yyHr2yTlD,E神,yyHpl5z7q
yyHqZlDsp,太型啦！！我相信D胡须系粘上去噶！,yyHpl5z7q
yyHqXwuHq,Eason！ 打算不艾特的了【,yyHpl5z7q
yyHqUiuzT,[爱你],yyHpl5z7q
yyHqMjH6D,E神,yyHpl5z7q
yyHqJD74B,E神！,yyHpl5z7q
yyHqz1QhW,[good]真心好听,yyHpl5z7q
yyHqwCl9B,林大妈！,yyHpl5z7q
yyHqj5UCH,"我喜欢他,喜欢他唱歌的感觉...K歌必唱他的歌...",yyHpl5z7q
yyHqfwm6N,这配图是帕瓦罗帝吗？,yyHpl5z7q
yyHqc0m7V,一定转. [爱你],yyHpl5z7q
yyHqb6xS0,E神！！！,yyHpl5z7q
yyHqadQXE,我喜欢[哈哈],yyHpl5z7q
yyHqadilI,[可爱][可爱][可爱],yyHpl5z7q
yyHq65E9n,哇.医生，酷毙了。[给力],yyHpl5z7q
yyHq08QIA,这张象阿凡提,yyHpl5z7q
yyHpHfsf2,EASON[羞嗒嗒],yyHpl5z7q
yyHpEzIe5,我都觉得,yyHpl5z7q
yyHptCh9Z,陈奕迅！！,yyHpl5z7q
