source_id,comment_text,target_id
zlRXrByIi,侬今葬花人笑痴，他年葬侬知是谁? 试看春残花渐落，便是红颜老死时。 一朝春尽红颜老，花落人亡两不知！,zlLpC9KEq
zlRXnsiq2,爱死这个人了。,zlRz8B9Lj
zlRVthYxj,永远的晓旭。,zlRaO9r4T
zlRUWt59x,永远的林妹妹[泪],zlRusaehP
zlRTNwLc1,世间哪里还找得到这样的人儿！,zlRz8B9Lj
zlRSAbC69,世间已无,zlRz8B9Lj
zlRSjDrUd,葬花吟,zlRz8B9Lj
zlRQa5BJr,我喜欢她！！！！！！,zlRz8B9Lj
zlRPBvSDS,"欲讯秋情众莫知,喃喃负手叩东篱。 孤标傲世偕谁隐,一样花开为底迟? 圃露庭霜何寂寞,鸿归蛩病可相思? 休言举世无谈者,解语何妨片语时。[落叶][落叶][微风][鲜花][心][太阳]",zlReRjWDG
zlROlu2Wx,美人儿。,zlRz8B9Lj
zlROdyAJV,世间哪里还找得到这样的人儿！,zlRz8B9Lj
zlRO96uj9,微斯人兮,zlRz8B9Lj
zlRNHAmAk,"质本洁来还洁去,强于污淖陷渠沟。。。",zlRwHCb0d
zlRNt8ILW,哈哈。现实版的、[爱你][爱你],zlLpC9KEq
zlRNrCTnk,"休言举世无谈者,解语何妨片语时。",zlRz8B9Lj
zlRMCvxRJ,花谢花飞花满天， 红消香断有谁怜？游丝软系飘春榭，落絮轻沾扑绣帘。闺中女儿惜春暮，愁绪满怀无处诉。,zlRz8B9Lj
zlRMd8W3J,绝代佳人,zlReRjWDG
zlRM88voW,为花的凋零而哭泣的人儿，哪里去找,zlReRjWDG
zlRM4gXiU,此人只应天上有 人间岂会多停留 永远的林妹妹[心],zlReRjWDG
zlRJvyuiV,依然记得第一次看红楼梦的时候，林黛玉的第一次亮相，真真灰常惊艳啊，这就是所谓的古典美人,zlRz8B9Lj
zlRJk4atX,"休言举世无谈者,解语何妨片语时。",zlRz8B9Lj
zlRIf0r10,很多女人内心都住着一个林黛玉，只是这个环境容不下她，就硬生生的变异了。。,zlRz8B9Lj
zlRHUyHmr,我在等那个可以携隐的人,zlReRjWDG
zlRHO80Hz,休言举世无谈者,zlRz8B9Lj
zlRHmj9vQ,[落叶],zlR4HjiWX
zlRGUhrz0,没啦!,zlRz8B9Lj
zlRGfbWLQ,林妹妹已不在！,zlRaO9r4T
zlRFLm4GT,+1,zlRaO9r4T
zlREC6mci,魂兮归来。,zlLpC9KEq
zlREBxbgd,最后一句有偏差，应是解语何妨话片迟。,zlLpC9KEq
zlREeb5J8,世间哪里还找得到这样的人儿！,zlR4HjiWX
zlREaBaQf,从实美到虚，由外美到内，气如幽兰，质若璞玉。,zlRz8B9Lj
zlRDSBFcc,花谢花飞花满天，红消香断有谁怜？……一年三百六十日，风刀霜剑严相逼；明媚鲜妍能几时，一朝漂泊难寻觅……质本洁来还洁去，强于污淖陷渠沟。尔今死去侬收葬，未卜侬身何日丧？侬今葬花人笑痴，他年葬侬知是谁？试看春残花渐落，便是红颜老死时；一朝春尽红颜老，花落人亡两不知！,zlR4HjiWX
zlRDh7kLi,"侬今葬花人笑痴，他年葬侬知是谁?质本洁来还洁去,世间再无林妹妹.",zlLpC9KEq
zlRCLtSBB,美的美的美的～,zlRaO9r4T
zlRCKgXsJ,可怜人儿,zlRz8B9Lj
zlRCdsLCU,红楼梦里最喜欢这首问菊。可惜写错了几处。一样开花为底迟和解语何妨话片时。,zlRz8B9Lj
zlRBZznt2,世间哪里还找得到这样的人儿！,zlRz8B9Lj
zlRBQ99hz,林黛玉，似乎我就和姓林的有缘,zlLpC9KEq
zlRBtEqNZ,我最喜欢红楼梦书里和电视剧里的林黛玉了,zlRaO9r4T
zlRBqriTW,解语何妨片语时,zlRwHCb0d
zlRBmCAdd,晓旭,zlLpC9KEq
zlRB6DbYZ,天上落下个林妹妹。。。晓旭之后，世间再无林妹妹了。。,zlRz8B9Lj
zlRAV9Kv8,心目中永远的林黛玉！[心],zlLpC9KEq
zlRAjhxVv,花落人亡两不知[心],zlRz8B9Lj
zlRAgDwZu,世间只有一个陈晓旭，一个林黛玉。,zlRz8B9Lj
zlRz8B9Lj,世间哪里还找得到这样的人儿！,zlLpC9KEq
zlRxTsbnV,美~~,zlLpC9KEq
zlRxRqhYT,晓旭之后，再无林妹妹……,zlRaO9r4T
zlRxHlhjj,世间哪里还找得到这样的人儿,zlReRjWDG
zlRxquySx,解语何妨片语时[心],zlRwHCb0d
zlRxorqAg,天上再也掉不下来第二个了,zlReRjWDG
zlRwVcd1L,虽然那个年代资金有限，物质有限，可是这样一部戏，拥有再多的钱和物都没法超越,zlReRjWDG
zlRwHCb0d,世间哪里还找得到这样的人儿！,zlLpC9KEq
zlRvbn35V,无人超越,zlReRjWDG
zlRv2aTMW,林潇湘魁夺菊花诗「问菊」。[落叶],zlRdlCnVM
zlRuQ3ZVX,[泪],zlRaO9r4T
zlRusaehP,[泪]美人一生传奇,zlRaO9r4T
zlRuo0J7X,[心][蜡烛][玫瑰][玫瑰][玫瑰],zlLpC9KEq
zlRt5C8x2,[心],zlLpC9KEq
zlRqRCI1s,就是喜欢黛玉这样真实的人，有时间必须继续我的了。。,zlLpC9KEq
zlRqGmYco,伊人已去～[心][蜡烛][鲜花][微风],zlReRjWDG
zlRoK8OZf,世间哪里还找得到这样的人儿！,zlReRjWDG
zlRobyavW,永远的林黛玉，永远的陈晓旭,zlReRjWDG
zlRobhWLg,绝对的经典,zlRaO9r4T
zlRlp1Ry9,好吧我同意…,zlRaO9r4T
zlRl1E9Yh,被林妹妹影响了至少十年，大爱她。,zlRaO9r4T
zlRkIbRVk,我们都是独一无二的,zlReRjWDG
zlRko3e9A,世间哪里还找得到这样的人儿！,zlLpC9KEq
zlRk1ztoV,孤影仰望天，冷月照寒面，红颜多薄命~悲哉晓旭！哀哉晓旭！更悲者为所饰之黛玉！,zlReRjWDG
zlRjVDStf,花谢花飞花满天，红消香断有谁怜。~~~一朝春尽红颜老，花落人亡两不知,zlRaO9r4T
zlRjT2Gde,世间哪里还找得到这样的人儿！,zlReRjWDG
zlRjgCsML,世间哪里还找得到这样的人儿！,zlReRjWDG
zlRjc9BBS,淡薄明志，宁静致远。高境界,zlReRjWDG
zlRiFntr1,真的。。。,zlRaO9r4T
zlRiiloMX,坚信林妹妹肯定更懂人情事故 只是不屑吧 还有 林与贾也是在互相猜心呀,zlRaO9r4T
zlRhQfcRD,[泪]右边正解。。。,zlRaO9r4T
zlRhf2V10,"孤标傲世偕谁隐,一样花开为底迟。",zlLpC9KEq
zlRhdwo8F,孤标傲世偕谁隐，一样花开为底迟[泪],zlReRjWDG
zlRh2klw7,世间哪里还找得到这样的人儿！晓旭之后再无林妹妹。。。,zlLpC9KEq
zlRgMoxWO,晓旭之后，再无林妹妹……,zlRaO9r4T
zlRghkwHi,[赞],zlR4HjiWX
zlRgaf2eA,在她之后，再不喜欢其他人。,zlRaO9r4T
zlRfJkzeF,还有能超越这个黛玉的黛玉吗？,zlLpC9KEq
zlRfGobF1,此生之愿，望先生地下有知写完后40回，不要让藏花成绝句[泪],zlRaO9r4T
zlRfrj1ck,晓旭之后，再无林妹妹……,zlRaO9r4T
zlRfomDI2,所以才叫人爱,zlReRjWDG
zlReRjWDG,世间哪里还找得到这样的人儿！,zlLpC9KEq
zlRdGBjFb,"欲讯秋情众莫知,喃喃负手叩东篱。 孤标傲世偕谁隐,一样花开为底迟? 圃露庭霜何寂寞,鸿归蛩病可相思? 休言举世无谈者,解语何妨片语时。",zlRaO9r4T
zlRdA81AL,傳艺偉之後，再无苏妲乙,zlRaO9r4T
zlRdzvO1I,林妹妹，晓旭,zlRaO9r4T
zlRdlCnVM,还有,zlRaO9r4T
zlRcS5uvM,人比黄花瘦。,zlRaO9r4T
zlRcn3I3I,[泪],zlRaO9r4T
zlRcm8zhq,空缱绻说风流！嗳呀，应该改成这个，起码文艺。,zlRaO9r4T
zlRbrp8Jg,孤标傲世偕谁隐，一样花开为底迟？,zlLpC9KEq
zlRaO9r4T,晓旭之后，再无林妹妹……,zlLpC9KEq
zlRa65hbS,这不属于世间的人儿，只好早早的走了，[蜡烛],zlR4HjiWX
zlR6SjusG,[奥特曼],zlR4HjiWX
zlR6Bc7rE,有也不敢要啊，[嘻嘻]药罐子,zlR4HjiWX
zlR5IyeeI,孤标傲世偕谁隐，一样花开为底迟? [抱抱],zlLpC9KEq
zlR4HjiWX,世间哪里还找得到这样的人儿！,zlLpC9KEq
zlQMODEBy,质本洁来还洁去,zlLpC9KEq
zlQGFsf3y,颦儿，永远没有了。。。又到春日思红楼，可以再读读了,zlLpC9KEq
zlQbVbL5u,时间是贼，偷走一切,zlLr59J24
zlPV6FWnK,世间再无林妹妹…,zlLpC9KEq
zlPsoEApu,有我大爱的那句，直白说就是'人家都开花你偏不开，这么拽等谁呢',zlLpC9KEq
zlMqXg8ez,这张好有感觉~,zlLpC9KEq
zlMhKFCvV,休言举世无谈者 解语何妨片语时,zlLpC9KEq
zlMd8BuX0,"休言举世无谈者,解语何妨片语时。也只有颦儿能得此句。",zlLpC9KEq
zlM8mfHqy,自己越发的矫情了……,zlLpC9KEq
zlM4quvbd,只是入戏太深，红尘无力,zlLpC9KEq
zlM3HgPTc,自在花儿静静开~爱妹妹[心],zlLpC9KEq
zlM2i5mBU,颦儿之才情,zlLpC9KEq
zlLVNkbPt,小时候爱翻起耍，有几句和几幅水墨印象很深[可爱][可爱],zlLpC9KEq
zlLLSnuJU,[爱你]晓旭,zlLpC9KEq
zlLL79t6m,为葬花痴,zlLpC9KEq
zlLIwEy9B,侬今葬花人笑痴，他年葬侬知是谁,zlLpC9KEq
zlLHN9nz8,最爱这一首~~~孤标傲世偕谁隐，一样花开为底迟？这一句从无意中记得开始就没忘过~,zlLpC9KEq
zlLGq6Pwf,图是黛玉葬花，诗是黛玉的问菊,zlLpC9KEq
zlLFP8w2F,不得不转！如湘云所云：真真把菊花问得个无言可对！举世能谓解语者，非宝玉不可也。,zlLpC9KEq
zlLFLyHjH,"休言举世无谈者,解语何妨片语时。",zlLpC9KEq
zlLCyqa8d,一生倾颦笑[落叶],zlLpC9KEq
zlLB8D9LS,[思考],zlLpC9KEq
zlLxela9I,永远的林妹妹,zlLpC9KEq
zlLwuwOBj,书卷多情似故人，晨昏忧乐每相亲。眼前直下三千字，胸次全无一点尘。,zlLpC9KEq
zlLvceuFu,那些年电视剧里的桃花都那么真实，现在某些电视剧里满屏满屏的桃花，假的要死，艳俗得要死。。。,zlLpC9KEq
zlLuDhW0K,好美,zlLpC9KEq
zlLtY0hbg,"休言举世无谈者,解语何妨片语时.[四叶草]",zlLpC9KEq
zlLtmoT09,林黛玉就是陈晓旭，陈晓旭就是林黛玉，别人无法代替，更别谈超越了！,zlLpC9KEq
zlLsZ59V2,花解语,zlLpC9KEq
zlLs15OJW,这春天的，咋放个秋天的诗啊，不应景啊,zlLpC9KEq
zlLrDrcNR,解语何妨片语时[心],zlLpC9KEq
zlLrCAVoQ,这不是我家黛玉么？,zlLpC9KEq
zlLr59J24,。。。。。,zlLpC9KEq
zlLqDp32k,林潇湘魁夺菊花诗——问菊,zlLpC9KEq
zlLqhddci,黛玉孤品,zlLpC9KEq
