source_id,comment_text,target_id
z1bBGivh7,[笑哈哈]以后去拜访你的时候顺便带点酱油回广州,z1bnvvb13
z1bBBAntM,你要强烈要求涨工资啊~,z1bnvvb13
z1bBtBAYy,童鞋们：走吧，一起打酱油去，上次只打了醋[嘻嘻],z1bnvvb13
z1bBpa74o,快啲凑我去。另外求组队~,z1bnvvb13
z1bBnmThR,shit!!!!,z1bnvvb13
z1bBkrnCM,应该够数啦 [做鬼脸],z1bnvvb13
z1bBefFYh,看来我还是该去把证件办了,z1bnvvb13
z1bBa58Gj,鼓掌！！！,z1bq9dEFx
z1bB80ist,难怪奢侈品开始涨价了,z1bnvvb13
z1bAWbKnQ,去香港！去香港！,z1bnvvb13
z1bAMpLra,[给力],z1bnvvb13
z1bALyWwo,我也很快其中一份子[哈哈],z1bnvvb13
z1bAHqKRO,[吃惊][吃惊]跌到7指日可待啊~~~~,z1bnvvb13
z1bAGdvGI,Oooops,z1bnvvb13
z1bAp82y6,那下月阿胖买i5还便宜一丢丢了[耶],z1bnvvb13
z1bAjes3M,意味着中港问题越来越严重。。,z1bnvvb13
z1bAdBn8s,赶紧的吧兄弟们，都别含糊啊[神马][浮云],z1btAx8wK
z1bzYx3eL,你怎么还不去香港啊？？？,z1bnvvb13
z1bzYdQhs,好消息[嘻嘻],z1bnvvb13
z1bzQygC0,涨吧 港人也开心吧,z1bnvvb13
z1bzIeaPi,这是个灰常好的消息嘛[偷笑][偷笑][偷笑][偷笑],z1bnvvb13
z1bzlwnzQ,更划算了,z1bnvvb13
z1bzjaGgx,[鼓掌],z1bnvvb13
z1bzihr2A,呵呵,z1bnvvb13
z1bze8MCt,[鼓掌][鼓掌],z1bnvvb13
z1bzcmKph,岩晒啦,z1bnvvb13
z1bz8e6qp,要不要再疯狂一次[哈哈],z1bnvvb13
z1bz2B1FU,[酷],z1bnPzzsr
z1byVvWds,我们去打酱油吧！！！,z1bnvvb13
z1byUCfKO,哇~.~,z1bnvvb13
z1byRFlBL,[睡觉],z1bnvvb13
z1byL84pk,[汗][汗][汗] 个么又要行动了,z1bvwchFI
z1byw4VTc,跌低点我好大扫货！,z1bnvvb13
z1bys03mo,[思考],z1bnvvb13
z1byrEuR5,多换点~~ 现在划算类,z1bnvvb13
z1byroplJ,你好去啦！[偷笑][偷笑][偷笑],z1bnvvb13
z1byphODV,打酱油去…[哈哈],z1bnvvb13
z1byneI0N,趁港幣跌價，像約我去香港澳門的親別害羞😋😋😋,z1bnvvb13
z1bylc7De,组团，香港香港了。。[嘻嘻][嘻嘻],z1bnvvb13
z1bydtrBl,快去换点港币回来,z1bnvvb13
z1byacNCn,去吧去吧~,z1bnvvb13
z1by959lD,。。。普通生活用品了,z1bnvvb13
z1by7iEIW,你这是逼我做决定,z1bsj5baC
z1by4Bqo3,圣诞香港游,z1bnvvb13
z1bxUfjGA,哦也[太开心][太开心][太开心],z1bnvvb13
z1bxSusQ5,你那个包包现在买划算了 哦,z1bnvvb13
z1bxR3uv0,[嘻嘻] 我们几时也去打酱油,z1bnvvb13
z1bxNuvmn,哈 香港越来越多人了 通关越来越慢了 仲有无探亲特殊通道[泪],z1bnvvb13
z1bxBkvLd,那以后奶粉钱会越来越便宜吗,z1bnvvb13
z1bxB3Hf5,唉- - 我没换的。。。,z1bnvvb13
z1bxzyOp6,啊啊啊啊啊啊啊啊啊！！！！！！！ [花心][花心][花心]跌破八了了啊！！！！！[鼓掌][鼓掌][鼓掌][鼓掌],z1bnvvb13
z1bxz1PAu,亏了亏了，你快补给我！[哼],z1bnvvb13
z1bxxwWnr,咱去香港逛逛?,z1bnvvb13
z1bxvqDX0,厉害哦。。。,z1bnvvb13
z1bxrA4M3,gogogo,z1bnPzzsr
z1bxritvd,记得06年的时候，我收藏了3张百元港币，当时汇率：100港币兑107人民币,z1bnvvb13
z1bxmAOwk,元芳，你怎么看？[挤眼],z1bsvuTKg
z1bxmzmTt,pad买早了[泪],z1bnvvb13
z1bxmzmK3,合算的，快点去,z1bnvvb13
z1bxisCGD,嘿嘿好机会啊~赶紧的啊~,z1bnvvb13
z1bwWgLXV,[哈哈]喜讯！绝对的喜讯！下月继续走起！,z1br8lVdb
z1bwV7AXt,我们再去吧,z1bnvvb13
z1bwGjiGg,周末就去打酱油！[耶],z1bnvvb13
z1bwFrE3g,系埋要签翻个证先呢[思考][思考],z1bnvvb13
z1bwDDzHi,对你是大利好啊[哈哈],z1bnvvb13
z1bwCal7B,看看！有没有动力了,z1bnvvb13
z1bwzymwh,莎兒 我來了，錢包，袋子，手機！[花心][花心][花心],z1bnvvb13
z1bwv7atx,悲剧啥？难道你屯港币？,z1brw2NRI
z1bws7wbp,嗨呀～ 我记得小学你拿了个港币的一元硬币给我，杀割到现在都不值一元了所~哈哈哈~~不过应该还是管钱噢，背后是英女王的头像哒,z1bnvvb13
z1bwn9MuD,[鼓掌],z1bnvvb13
z1bwlDvaQ,我也是木有假，木有钱，好想去，可是不能去啊！进去，钱就都没了！,z1btOpI69
z1bwioyO9,扫货,z1bnvvb13
z1bwhvjxd,去咯去咯。去咯,z1bnvvb13
z1bwapMwJ,[得瑟，早上我收到银行发的汇率表了。。[给力]，可惜，[泪流满面]现在去不了啊！,z1bnvvb13
z1bw7cdlS,走起，生孩子去,z1bnvvb13
z1bw3zFLF,以后买菜的时候就要排更长的队了。。。,z1bnvvb13
z1bvYiODs,港货开采,z1bnvvb13
z1bvTAleG,去买日用品？[偷笑],z1bnvvb13
z1bvTyZ0p,什么时候去打酱油[带感],z1bnvvb13
z1bvRdhLW,哦耶！,z1bnvvb13
z1bvAFqUZ,你买手包正好。多买点[嘻嘻] 这样算起来美容卡就觉得又便了[偷笑],z1bnvvb13
z1bvyzZTa,又跌！岩晒你啦！,z1bnvvb13
z1bvwchFI,= =靠。。,z1bplfu2t
z1bvgzFHU,这……啥都不说先打八折。,z1bnvvb13
z1bvgi4jH,转给去香港玩儿的诸君,z1bnvvb13
z1bvggKrX,趁着便宜，赶紧去吧,z1bnvvb13
z1bvfoOXx,港币继续跌吧，啦啦啦~~,z1bnvvb13
z1bva5z2w,79。。。,z1bnvvb13
z1bv4b5P2,[鼓掌],z1bnvvb13
z1buV0emn,酱油也有你消费不起的品牌！香港人平均月薪比内地人高五倍有余，汇率只是洒洒水。大家理智当蝗虫哈！,z1bnvvb13
z1buQgqbK,额。。,z1bnvvb13
z1buQevXX,[吃惊],z1bnvvb13
z1buOuVSu,羡慕住深圳的同学...,z1bnvvb13
z1buOeCTr,组队打酱油啊喂.........[偷笑],z1bnvvb13
z1buLhhy0,嗯嗯嗯，我组团去打酱油吧[围观][围观][围观],z1bsj5baC
z1buKDn6R,赶快来加入挤破头行列吧！,z1bumnEn8
z1buA3yfV,晕死！[哼],z1boxll4Q
z1bumFfzr,看到这个，我笑了。想起那个很有前景的东西，多努力最后还是打折的徒劳。,z1boRpXMM
z1bumnEn8,那不是要挤破头了啊？,z1bnvvb13
z1bukD4NI,好消息！[开心],z1bnvvb13
z1buijuUe,香港你等我,z1bnvvb13
z1buhmeRx,大人，我觉得此事有蹊跷[哼],z1bplhVFM
z1budi3Fs,我走了走了,z1boc5GU4
z1bu73JaT,去香港打酱油[哈哈],z1bnvvb13
z1bu48qyh,幾時去？,z1bnvvb13
z1btZEbOP,5更划算了,z1bnvvb13
z1btRozyB,快去HK打酱油[奥特曼],z1bnvvb13
z1btOpI69,木有钱也木有假[泪]，只能目送你们了,z1bt0e4LO
z1btO9D9g,"HK, i am coming~~~~~~~~~~~~~~~~~~",z1bnvvb13
z1btLaMCg,这票子``我也有张``,z1bnvvb13
z1btJ9qoB,我要去买牙膏，不做饭，酱油就不必了,z1bpZpGoJ
z1btHExar,[偷笑],z1bnvvb13
z1btG9nao,赶紧去,z1bnvvb13
z1btAxM1J,！！！决定有空也去打酱油！！！,z1bnvvb13
z1btAx8wK,走着！[花心][花心][花心][花心][花心][花心],z1bnvvb13
z1btxid7d,哇哇哇[花心][花心][花心]赤裸裸哒诱惑诱惑吖！！！ 打酱油酱油！[太开心][太开心][太开心],z1bnvvb13
z1btu3hD2,去早了[鄙视],z1bokCKa5
z1btu2sWL,R U ready？！[挤眼],z1bnvvb13
z1bto9cWE,[汗],z1bnvvb13
z1btlttnR,不怕了,z1bnvvb13
z1btkjPxf,港币贬值了,z1bnvvb13
z1btj8YOW,香港地铁巴士贵死啦,z1bsMDjif
z1bthmupM,果断走起〜,z1bnvvb13
z1btep92Q,走起来,z1bt68Fv6
z1btep8SE,哈哈目测港行ip5更便宜了,z1bnvvb13
z1bte7xtU,为啥我上周去消费还是82捏！,z1bnvvb13
z1bt68Fv6,"又想去香港了,没时间啊[泪]",z1bnvvb13
z1bt5x7ri,[来][耶],z1bnvvb13
z1bt44zGR,太划算了,z1bnvvb13
z1bt3rlyM,加油加油~可以去潇洒咯,z1bnvvb13
z1bt2fGox,继续跌吧,z1bnvvb13
z1bt0vGgW,刚去完就跌了,z1bnvvb13
z1bt0e4LO,结伴去香港打酱油去！[偷笑],z1bnvvb13
z1bsVdJUz,有木有兴趣啊?[飞个吻],z1bnvvb13
z1bsSwONw,去香港去香港去去去~,z1bnvvb13
z1bsSgoCN,[鼓掌],z1bnvvb13
z1bsMDjif,港元甘低喔。。小强快D去香港啦。。[嘻嘻],z1bnvvb13
z1bsJ6Loo,系时候啦,z1bnvvb13
z1bsIv7h3,[吃惊][吃惊],z1bnPzzsr
z1bsIdw2p,这个也太快了吧[生病]不过一想起两地工资的差距，我就郁闷了。。以后还怎么生活！！,z1bopl4W1
z1bsCzgyn,[钱],z1bnvvb13
z1bsvuTKg,[晕],z1bnvvb13
z1bsuBErB,[lxhx刷牙] 那边酱油多少钱一瓶？,z1bnvvb13
z1bstFPDk,撸哇！！,z1bnvvb13
z1bstF0rW,好想去香港[酷],z1bnvvb13
z1bstF0qr,[爱你],z1bnvvb13
z1bssxyFZ,[吃惊] 到时香港逼爆咯。。,z1bnvvb13
z1bsqbRhK,和美元联系汇率伤不起啊[囧],z1bnvvb13
z1bsp10BH,港纸又跌啦！,z1bnvvb13
z1bso6BZK,好吧！国家呀！唉…,z1bnvvb13
z1bsnsKvJ,打酱油去不咯,z1bnvvb13
z1bsmiJwQ,[偷笑],z1bpyyKij
z1bsj5baC,去吧。！！！ ,z1bnvvb13
z1bsgqAzF,I love HK...[威武][给力][心],z1bnvvb13
z1bseBAVV,是时候去香港大采购了... 特别是Iphone 及UA啊！,z1bnvvb13
z1bsadaaa,看到了没？,z1bnvvb13
z1bs9l3wc,媽呀。。。,z1bnvvb13
z1bs93sb7,[浮雲],z1bnvvb13
z1bs8ovZ1,[抓狂][抓狂][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻],z1bnvvb13
z1bs5cRNK,我又想去香港哒，赶紧给我提上日程,z1bnvvb13
z1bs38LGi,是呀，本想下月初去，但这样的身型估计不让过吧[泪],z1bqqEH5D
z1brY6cIs,路费......,z1bnvvb13
z1brV8RDY,等我办好证，咱俩一起打酱油去,z1bnvvb13
z1brTDYxZ,我激动了 真的假的？,z1bnvvb13
z1brPcWoe,港币又跌了。,z1bnvvb13
z1brLoINf,香港早晚会被大国人民掏空的[挖鼻屎],z1bnvvb13
z1brGk81D,逼我去shopping啊！,z1bnvvb13
z1brCvAi1,去购物,z1bnvvb13
z1brw2NRI,杯具了…,z1bnvvb13
z1brv8siS,剩下的澳币还没兑。。。啥时升回来啊[生病],z1bnvvb13
z1brtn44G,破8了〜 可以去撒钱了！,z1bnvvb13
z1brkv2nR,赶紧的赶紧的让香港的同事多带点,z1bnvvb13
z1brglLcY,八折8错，你们离无敌兔又进了一步[嘻嘻],z1bnvvb13
z1brglL7c,又是一场狂潮。。。,z1bnvvb13
z1br9fafF,心痒痒了[挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎],z1bnvvb13
z1br8lVdb,机会机会,z1bnvvb13
z1br6BzPb,太好了！！ 你快归来，我们去香港买水果[嘻嘻],z1bnvvb13
z1br6AuNL,买Iphone5 比较合适。,z1bnvvb13
z1br4woZD,咱俩今年还有机会么,z1bnvvb13
z1br2to6q,希望保持到明年下半年！,z1bnvvb13
